,sensor_id,x,y,z
778,778,405.83,-306.38,-492.07
779,779,405.83,-306.38,-509.09
780,780,-413.46,-327.27,499.59
781,781,-413.46,-327.27,482.57
782,782,-413.46,-327.27,465.55
783,783,-413.46,-327.27,448.53
784,784,-413.46,-327.27,431.51
785,785,-413.46,-327.27,414.49
786,786,-413.46,-327.27,397.47
787,787,-413.46,-327.27,380.45
788,788,-413.46,-327.27,363.43
789,789,-413.46,-327.27,346.41
790,790,-413.46,-327.27,329.39
791,791,-413.46,-327.27,312.37
792,792,-413.46,-327.27,295.35
793,793,-413.46,-327.27,278.32
794,794,-413.46,-327.27,261.3
795,795,-413.46,-327.27,244.28
796,796,-413.46,-327.27,227.26
797,797,-413.46,-327.27,210.24
798,798,-413.46,-327.27,193.22
799,799,-413.46,-327.27,176.2
800,800,-413.46,-327.27,159.18
801,801,-413.46,-327.27,142.16
802,802,-413.46,-327.27,125.14
803,803,-413.46,-327.27,108.12
804,804,-413.46,-327.27,91.1
805,805,-413.46,-327.27,74.08
806,806,-413.46,-327.27,57.06
807,807,-413.46,-327.27,40.03
808,808,-413.46,-327.27,23.01
809,809,-413.46,-327.27,5.99
810,810,-413.46,-327.27,-11.03
811,811,-413.46,-327.27,-28.05
812,812,-413.46,-327.27,-45.07
813,813,-413.46,-327.27,-62.09
814,814,-413.46,-327.27,-79.11
815,815,-413.46,-327.27,-96.13
816,816,-413.46,-327.27,-113.15
817,817,-413.46,-327.27,-130.17
818,818,-413.46,-327.27,-147.19
819,819,-413.46,-327.27,-164.21
820,820,-413.46,-327.27,-181.24
821,821,-413.46,-327.27,-198.26
822,822,-413.46,-327.27,-215.28
823,823,-413.46,-327.27,-232.3
824,824,-413.46,-327.27,-249.32
825,825,-413.46,-327.27,-266.34
826,826,-413.46,-327.27,-283.36
827,827,-413.46,-327.27,-300.38
828,828,-413.46,-327.27,-317.4
829,829,-413.46,-327.27,-334.42
830,830,-413.46,-327.27,-351.44
831,831,-413.46,-327.27,-368.46
832,832,-413.46,-327.27,-385.48
833,833,-413.46,-327.27,-402.51
834,834,-413.46,-327.27,-419.53
835,835,-413.46,-327.27,-436.55
836,836,-413.46,-327.27,-453.57
837,837,-413.46,-327.27,-470.59
838,838,-413.46,-327.27,-487.61
839,839,-413.46,-327.27,-504.63
840,840,-290.66,-307.38,504.02
841,841,-290.66,-307.38,487.0
842,842,-290.66,-307.38,469.98
843,843,-290.66,-307.38,452.96
844,844,-290.66,-307.38,435.94
845,845,-290.66,-307.38,418.92
846,846,-290.66,-307.38,401.9
847,847,-290.66,-307.38,384.88
848,848,-290.66,-307.38,367.86
849,849,-290.66,-307.38,350.84
850,850,-290.66,-307.38,333.82
851,851,-290.66,-307.38,316.8
852,852,-290.66,-307.38,299.78
853,853,-290.66,-307.38,282.75
854,854,-290.66,-307.38,265.73
855,855,-290.66,-307.38,248.71
856,856,-290.66,-307.38,231.69
857,857,-290.66,-307.38,214.67
858,858,-290.66,-307.38,197.65
859,859,-290.66,-307.38,180.63
860,860,-290.66,-307.38,163.61
861,861,-290.66,-307.38,146.59
862,862,-290.66,-307.38,129.57
863,863,-290.66,-307.38,112.55
864,864,-290.66,-307.38,95.65
865,865,-290.66,-307.38,78.63
866,866,-290.66,-307.38,61.61
867,867,-290.66,-307.38,44.58
868,868,-290.66,-307.38,27.56
869,869,-290.66,-307.38,10.54
870,870,-290.66,-307.38,-6.48
871,871,-290.66,-307.38,-23.5
872,872,-290.66,-307.38,-40.52
873,873,-290.66,-307.38,-57.54
874,874,-290.66,-307.38,-74.56
875,875,-290.66,-307.38,-91.58
876,876,-290.66,-307.38,-108.6
877,877,-290.66,-307.38,-125.62
878,878,-290.66,-307.38,-142.64
879,879,-290.66,-307.38,-159.66
880,880,-290.66,-307.38,-176.69
881,881,-290.66,-307.38,-193.71
882,882,-290.66,-307.38,-210.73
883,883,-290.66,-307.38,-227.75
884,884,-290.66,-307.38,-244.77
885,885,-290.66,-307.38,-261.79
886,886,-290.66,-307.38,-278.81
887,887,-290.66,-307.38,-295.83
888,888,-290.66,-307.38,-312.85
889,889,-290.66,-307.38,-329.87
890,890,-290.66,-307.38,-346.89
891,891,-290.66,-307.38,-363.91
892,892,-290.66,-307.38,-380.93
893,893,-290.66,-307.38,-397.96
894,894,-290.66,-307.38,-414.98
895,895,-290.66,-307.38,-432.0
896,896,-290.66,-307.38,-449.02
897,897,-290.66,-307.38,-466.04
898,898,-290.66,-307.38,-483.06
899,899,-290.66,-307.38,-500.08
900,900,-166.4,-287.79,497.78
901,901,-166.4,-287.79,480.51
902,902,-166.4,-287.79,463.49
903,903,-166.4,-287.79,446.47
904,904,-166.4,-287.79,429.45
905,905,-166.4,-287.79,412.43
906,906,-166.4,-287.79,395.41
907,907,-166.4,-287.79,378.39
908,908,-166.4,-287.79,361.37
909,909,-166.4,-287.79,344.35
910,910,-166.4,-287.79,327.33
911,911,-166.4,-287.79,310.31
912,912,-166.4,-287.79,293.29
913,913,-166.4,-287.79,276.26
914,914,-166.4,-287.79,259.24
915,915,-166.4,-287.79,242.22
916,916,-166.4,-287.79,225.2
917,917,-166.4,-287.79,208.3
918,918,-166.4,-287.79,191.28
919,919,-166.4,-287.79,174.26
920,920,-166.4,-287.79,157.24
921,921,-166.4,-287.79,140.22
922,922,-166.4,-287.79,123.2
923,923,-166.4,-287.79,106.18
924,924,-166.4,-287.79,89.16
925,925,-166.4,-287.79,72.14
926,926,-166.4,-287.79,55.11
927,927,-166.4,-287.79,38.09
928,928,-166.4,-287.79,21.07
929,929,-166.4,-287.79,4.05
930,930,-166.4,-287.79,-12.97
931,931,-166.4,-287.79,-29.99
932,932,-166.4,-287.79,-47.01
933,933,-166.4,-287.79,-64.03
934,934,-166.4,-287.79,-81.05
935,935,-166.4,-287.79,-98.07
936,936,-166.4,-287.79,-115.09
937,937,-166.4,-287.79,-132.11
938,938,-166.4,-287.79,-149.13
939,939,-166.4,-287.79,-166.15
940,940,-166.4,-287.79,-183.18
941,941,-166.4,-287.79,-200.2
942,942,-166.4,-287.79,-217.22
943,943,-166.4,-287.79,-234.24
944,944,-166.4,-287.79,-251.26
945,945,-166.4,-287.79,-268.28
946,946,-166.4,-287.79,-285.3
947,947,-166.4,-287.79,-302.32
948,948,-166.4,-287.79,-319.34
949,949,-166.4,-287.79,-336.36
950,950,-166.4,-287.79,-353.38
951,951,-166.4,-287.79,-370.4
952,952,-166.4,-287.79,-387.29
953,953,-166.4,-287.79,-404.32
954,954,-166.4,-287.79,-421.34
955,955,-166.4,-287.79,-438.36
956,956,-166.4,-287.79,-455.38
957,957,-166.4,-287.79,-472.4
958,958,-166.4,-287.79,-489.42
959,959,-166.4,-287.79,-506.44
960,960,-43.27,-267.52,500.43
961,961,-43.27,-267.52,483.1
962,962,-43.27,-267.52,466.08
963,963,-43.27,-267.52,449.06
964,964,-43.27,-267.52,432.04
965,965,-43.27,-267.52,415.02
966,966,-43.27,-267.52,398.0
967,967,-43.27,-267.52,380.98
968,968,-43.27,-267.52,363.96
969,969,-43.27,-267.52,346.94
970,970,-43.27,-267.52,329.92
971,971,-43.27,-267.52,312.9
972,972,-43.27,-267.52,295.88
973,973,-43.27,-267.52,278.85
974,974,-43.27,-267.52,261.83
975,975,-43.27,-267.52,244.81
976,976,-43.27,-267.52,227.79
977,977,-43.27,-267.52,210.77
978,978,-43.27,-267.52,193.75
979,979,-43.27,-267.52,176.73
980,980,-43.27,-267.52,159.71
981,981,-43.27,-267.52,142.69
982,982,-43.27,-267.52,125.67
983,983,-43.27,-267.52,108.65
984,984,-43.27,-267.52,91.63
985,985,-43.27,-267.52,74.61
986,986,-43.27,-267.52,57.59
987,987,-43.27,-267.52,40.56
988,988,-43.27,-267.52,23.54
989,989,-43.27,-267.52,6.52
990,990,-43.27,-267.52,-10.5
991,991,-43.27,-267.52,-27.52
992,992,-43.27,-267.52,-44.54
993,993,-43.27,-267.52,-61.56
994,994,-43.27,-267.52,-78.58
995,995,-43.27,-267.52,-95.6
996,996,-43.27,-267.52,-112.62
997,997,-43.27,-267.52,-129.64
998,998,-43.27,-267.52,-146.66
999,999,-43.27,-267.52,-163.68
1000,1000,-43.27,-267.52,-180.71
1001,1001,-43.27,-267.52,-197.73
1002,1002,-43.27,-267.52,-214.75
1003,1003,-43.27,-267.52,-231.77
1004,1004,-43.27,-267.52,-248.79
1005,1005,-43.27,-267.52,-265.81
1006,1006,-43.27,-267.52,-282.83
1007,1007,-43.27,-267.52,-299.85
1008,1008,-43.27,-267.52,-316.87
1009,1009,-43.27,-267.52,-333.89
1010,1010,-43.27,-267.52,-350.91
1011,1011,-43.27,-267.52,-367.93
1012,1012,-43.27,-267.52,-384.95
1013,1013,-43.27,-267.52,-401.98
1014,1014,-43.27,-267.52,-419.0
1015,1015,-43.27,-267.52,-436.02
1016,1016,-43.27,-267.52,-453.04
1017,1017,-43.27,-267.52,-470.06
1018,1018,-43.27,-267.52,-487.08
1019,1019,-43.27,-267.52,-504.1
1020,1020,79.41,-248.24,498.9
1021,1021,79.41,-248.24,481.88
1022,1022,79.41,-248.24,464.86
1023,1023,79.41,-248.24,447.84
1024,1024,79.41,-248.24,430.82
1025,1025,79.41,-248.24,413.8
1026,1026,79.41,-248.24,396.78
1027,1027,79.41,-248.24,379.76
1028,1028,79.41,-248.24,362.74
1029,1029,79.41,-248.24,345.72
1030,1030,79.41,-248.24,328.7
1031,1031,79.41,-248.24,311.68
1032,1032,79.41,-248.24,294.66
1033,1033,79.41,-248.24,277.63
1034,1034,79.41,-248.24,260.61
1035,1035,79.41,-248.24,243.59
1036,1036,79.41,-248.24,226.57
1037,1037,79.41,-248.24,209.55
1038,1038,79.41,-248.24,192.53
1039,1039,79.41,-248.24,175.51
1040,1040,79.41,-248.24,158.49
1041,1041,79.41,-248.24,141.47
1042,1042,79.41,-248.24,124.45
1043,1043,79.41,-248.24,107.43
1044,1044,79.41,-248.24,90.41
1045,1045,79.41,-248.24,73.39
1046,1046,79.41,-248.24,56.37
1047,1047,79.41,-248.24,39.34
1048,1048,79.41,-248.24,22.32
1049,1049,79.41,-248.24,5.3
1050,1050,79.41,-248.24,-11.72
1051,1051,79.41,-248.24,-28.74
1052,1052,79.41,-248.24,-45.76
1053,1053,79.41,-248.24,-62.78
1054,1054,79.41,-248.24,-79.8
1055,1055,79.41,-248.24,-96.82
1056,1056,79.41,-248.24,-113.84
1057,1057,79.41,-248.24,-130.86
1058,1058,79.41,-248.24,-147.88
1059,1059,79.41,-248.24,-164.9
1060,1060,79.41,-248.24,-181.93
1061,1061,79.41,-248.24,-198.95
1062,1062,79.41,-248.24,-215.97
1063,1063,79.41,-248.24,-232.99
1064,1064,79.41,-248.24,-250.01
1065,1065,79.41,-248.24,-267.03
1066,1066,79.41,-248.24,-284.05
1067,1067,79.41,-248.24,-301.07
1068,1068,79.41,-248.24,-318.09
1069,1069,79.41,-248.24,-335.11
1070,1070,79.41,-248.24,-352.13
1071,1071,79.41,-248.24,-369.15
1072,1072,79.41,-248.24,-386.17
1073,1073,79.41,-248.24,-403.2
1074,1074,79.41,-248.24,-420.22
1075,1075,79.41,-248.24,-437.24
1076,1076,79.41,-248.24,-454.26
1077,1077,79.41,-248.24,-471.28
1078,1078,79.41,-248.24,-488.3
1079,1079,79.41,-248.24,-505.32
1080,1080,210.47,-209.77,496.94
1081,1081,210.47,-209.77,479.92
1082,1082,210.47,-209.77,462.9
1083,1083,210.47,-209.77,445.88
1084,1084,210.47,-209.77,428.86
1085,1085,210.47,-209.77,411.84
1086,1086,210.47,-209.77,394.82
1087,1087,210.47,-209.77,377.8
1088,1088,210.47,-209.77,360.78
1089,1089,210.47,-209.77,343.76
1090,1090,210.47,-209.77,326.74
1091,1091,210.47,-209.77,309.72
1092,1092,210.47,-209.77,292.7
1093,1093,210.47,-209.77,275.67
1094,1094,210.47,-209.77,258.65
1095,1095,210.47,-209.77,241.63
1096,1096,210.47,-209.77,224.61
1097,1097,210.47,-209.77,207.59
1098,1098,210.47,-209.77,190.57
1099,1099,210.47,-209.77,173.55
1100,1100,210.47,-209.77,156.53
1101,1101,210.47,-209.77,139.51
1102,1102,210.47,-209.77,122.49
1103,1103,210.47,-209.77,105.47
1104,1104,210.47,-209.77,88.45
1105,1105,210.47,-209.77,71.43
1106,1106,210.47,-209.77,54.41
1107,1107,210.47,-209.77,37.38
1108,1108,210.47,-209.77,20.36
1109,1109,210.47,-209.77,3.34
1110,1110,210.47,-209.77,-13.68
1111,1111,210.47,-209.77,-30.7
1112,1112,210.47,-209.77,-47.72
1113,1113,210.47,-209.77,-64.74
1114,1114,210.47,-209.77,-81.76
1115,1115,210.47,-209.77,-98.78
1116,1116,210.47,-209.77,-115.8
1117,1117,210.47,-209.77,-132.82
1118,1118,210.47,-209.77,-149.84
1119,1119,210.47,-209.77,-166.86
1120,1120,210.47,-209.77,-183.89
1121,1121,210.47,-209.77,-200.91
1122,1122,210.47,-209.77,-217.93
1123,1123,210.47,-209.77,-234.95
1124,1124,210.47,-209.77,-251.97
1125,1125,210.47,-209.77,-268.99
1126,1126,210.47,-209.77,-286.01
1127,1127,210.47,-209.77,-303.03
1128,1128,210.47,-209.77,-320.05
1129,1129,210.47,-209.77,-337.07
1130,1130,210.47,-209.77,-354.09
1131,1131,210.47,-209.77,-371.11
1132,1132,210.47,-209.77,-388.13
1133,1133,210.47,-209.77,-405.16
1134,1134,210.47,-209.77,-422.18
1135,1135,210.47,-209.77,-439.2
1136,1136,210.47,-209.77,-456.22
1137,1137,210.47,-209.77,-473.24
1138,1138,210.47,-209.77,-490.26
1139,1139,210.47,-209.77,-507.28
1140,1140,326.85,-209.07,498.42
1141,1141,326.85,-209.07,481.4
1142,1142,326.85,-209.07,464.38
1143,1143,326.85,-209.07,447.36
1144,1144,326.85,-209.07,430.34
1145,1145,326.85,-209.07,413.32
1146,1146,326.85,-209.07,396.3
1147,1147,326.85,-209.07,379.28
1148,1148,326.85,-209.07,362.26
1149,1149,326.85,-209.07,345.24
1150,1150,326.85,-209.07,328.22
1151,1151,326.85,-209.07,311.2
1152,1152,326.85,-209.07,294.18
1153,1153,326.85,-209.07,277.15
1154,1154,326.85,-209.07,260.13
1155,1155,326.85,-209.07,243.11
1156,1156,326.85,-209.07,226.09
1157,1157,326.85,-209.07,209.07
1158,1158,326.85,-209.07,192.05
1159,1159,326.85,-209.07,175.03
1160,1160,326.85,-209.07,158.01
1161,1161,326.85,-209.07,140.99
1162,1162,326.85,-209.07,123.97
1163,1163,326.85,-209.07,106.95
1164,1164,326.85,-209.07,89.93
1165,1165,326.85,-209.07,72.91
1166,1166,326.85,-209.07,55.89
1167,1167,326.85,-209.07,38.86
1168,1168,326.85,-209.07,21.84
1169,1169,326.85,-209.07,4.82
1170,1170,326.85,-209.07,-12.2
1171,1171,326.85,-209.07,-29.22
1172,1172,326.85,-209.07,-46.24
1173,1173,326.85,-209.07,-63.26
1174,1174,326.85,-209.07,-80.28
1175,1175,326.85,-209.07,-97.3
1176,1176,326.85,-209.07,-114.32
1177,1177,326.85,-209.07,-131.34
1178,1178,326.85,-209.07,-148.36
1179,1179,326.85,-209.07,-165.38
1180,1180,326.85,-209.07,-182.41
1181,1181,326.85,-209.07,-199.43
1182,1182,326.85,-209.07,-216.45
1183,1183,326.85,-209.07,-233.47
1184,1184,326.85,-209.07,-250.49
1185,1185,326.85,-209.07,-267.51
1186,1186,326.85,-209.07,-284.53
1187,1187,326.85,-209.07,-301.55
1188,1188,326.85,-209.07,-318.57
1189,1189,326.85,-209.07,-335.59
1190,1190,326.85,-209.07,-352.61
1191,1191,326.85,-209.07,-369.63
1192,1192,326.85,-209.07,-386.65
1193,1193,326.85,-209.07,-403.68
1194,1194,326.85,-209.07,-420.7
1195,1195,326.85,-209.07,-437.72
1196,1196,326.85,-209.07,-454.74
1197,1197,326.85,-209.07,-471.76
1198,1198,326.85,-209.07,-488.78
1199,1199,326.85,-209.07,-505.8
1200,1200,443.6,-194.16,516.67
1201,1201,443.6,-194.12,499.65
1202,1202,443.63,-194.08,482.63
1203,1203,443.66,-194.04,465.61
1204,1204,443.7,-194.02,448.59
1205,1205,443.75,-194.01,431.57
1206,1206,443.8,-194.01,414.55
1207,1207,443.85,-194.02,397.53
1208,1208,443.89,-194.04,380.51
1209,1209,443.93,-194.08,363.49
1210,1210,443.96,-194.12,346.47
1211,1211,443.96,-194.17,329.45
1212,1212,443.95,-194.22,312.43
1213,1213,443.92,-194.26,295.4
1214,1214,443.88,-194.29,278.38
1215,1215,443.84,-194.31,261.36
1216,1216,443.8,-194.31,244.34
1217,1217,443.75,-194.29,227.32
1218,1218,443.72,-194.26,210.3
1219,1219,443.72,-194.21,193.28
1220,1220,443.75,-194.17,176.26
1221,1221,443.8,-194.16,159.24
1222,1222,443.85,-194.18,142.22
1223,1223,443.88,-194.22,125.2
1224,1224,443.92,-194.25,108.18
1225,1225,443.95,-194.29,91.16
1226,1226,443.96,-194.34,74.14
1227,1227,443.96,-194.38,57.11
1228,1228,443.94,-194.43,40.09
1229,1229,443.92,-194.47,23.07
1230,1230,443.89,-194.5,6.05
1231,1231,443.85,-194.52,-10.97
1232,1232,443.8,-194.52,-27.99
1233,1233,443.75,-194.52,-45.01
1234,1234,443.71,-194.52,-62.03
1235,1235,443.66,-194.52,-79.05
1236,1236,443.62,-194.51,-96.07
1237,1237,443.58,-194.49,-113.09
1238,1238,443.54,-194.46,-130.11
1239,1239,443.5,-194.43,-147.13
1240,1240,443.47,-194.4,-164.16
1241,1241,443.44,-194.35,-181.18
1242,1242,443.43,-194.3,-198.2
1243,1243,443.43,-194.25,-215.22
1244,1244,443.46,-194.21,-232.24
1245,1245,443.5,-194.18,-249.26
1246,1246,443.55,-194.16,-266.28
1247,1247,443.59,-194.18,-281.3
1248,1248,443.65,-194.2,-300.32
1249,1249,443.68,-194.23,-315.34
1250,1250,443.72,-194.27,-334.36
1251,1251,443.75,-194.31,-351.38
1252,1252,443.78,-194.34,-368.4
1253,1253,443.81,-194.38,-385.43
1254,1254,443.85,-194.42,-402.45
1255,1255,443.89,-194.44,-417.46
1256,1256,443.93,-194.47,-436.49
1257,1257,443.96,-194.49,-451.51
1258,1258,444.0,-194.48,-470.53
1259,1259,444.05,-194.46,-487.55
1260,1260,-492.43,-230.16,497.6
1261,1261,-492.43,-230.16,480.58
1262,1262,-492.43,-230.16,463.56
1263,1263,-492.43,-230.16,446.54
1264,1264,-492.43,-230.16,429.52
1265,1265,-492.43,-230.16,412.5
1266,1266,-492.43,-230.16,395.48
1267,1267,-492.43,-230.16,378.46
1268,1268,-492.43,-230.16,361.44
1269,1269,-492.43,-230.16,344.42
1270,1270,-492.43,-230.16,327.4
1271,1271,-492.43,-230.16,310.38
1272,1272,-492.43,-230.16,293.36
1273,1273,-492.43,-230.16,276.33
1274,1274,-492.43,-230.16,259.31
1275,1275,-492.43,-230.16,242.29
1276,1276,-492.43,-230.16,225.27
1277,1277,-492.43,-230.16,208.25
1278,1278,-492.43,-230.16,191.23
1279,1279,-492.43,-230.16,174.21
1280,1280,-492.43,-230.16,157.19
1281,1281,-492.43,-230.16,140.17
1282,1282,-492.43,-230.16,123.15
1283,1283,-492.43,-230.16,106.13
1284,1284,-492.43,-230.16,89.11
1285,1285,-492.43,-230.16,72.09
1286,1286,-492.43,-230.16,55.07
1287,1287,-492.43,-230.16,38.04
1288,1288,-492.43,-230.16,21.02
1289,1289,-492.43,-230.16,4.0
1290,1290,-492.43,-230.16,-13.02
1291,1291,-492.43,-230.16,-30.04
1292,1292,-492.43,-230.16,-47.06
1293,1293,-492.43,-230.16,-64.08
1294,1294,-492.43,-230.16,-81.1
1295,1295,-492.43,-230.16,-98.12
1296,1296,-492.43,-230.16,-115.14
1297,1297,-492.43,-230.16,-132.16
1298,1298,-492.43,-230.16,-149.18
1299,1299,-492.43,-230.16,-166.2
1300,1300,-492.43,-230.16,-183.23
1301,1301,-492.43,-230.16,-200.25
1302,1302,-492.43,-230.16,-217.27
1303,1303,-492.43,-230.16,-234.29
1304,1304,-492.43,-230.16,-251.31
1305,1305,-492.43,-230.16,-268.33
1306,1306,-492.43,-230.16,-285.35
1307,1307,-492.43,-230.16,-302.37
1308,1308,-492.43,-230.16,-319.39
1309,1309,-492.43,-230.16,-336.41
1310,1310,-492.43,-230.16,-353.43
1311,1311,-492.43,-230.16,-370.45
1312,1312,-492.43,-230.16,-387.47
1313,1313,-492.43,-230.16,-404.5
1314,1314,-492.43,-230.16,-421.52
1315,1315,-492.43,-230.16,-438.54
1316,1316,-492.43,-230.16,-455.56
1317,1317,-492.43,-230.16,-472.58
1318,1318,-492.43,-230.16,-489.6
1319,1319,-492.43,-230.16,-506.62
1320,1320,-368.93,-210.23,500.53
1321,1321,-368.93,-210.23,483.51
1322,1322,-368.93,-210.23,466.49
1323,1323,-368.93,-210.23,449.47
1324,1324,-368.93,-210.23,432.45
1325,1325,-368.93,-210.23,415.43
1326,1326,-368.93,-210.23,398.41
1327,1327,-368.93,-210.23,381.39
1328,1328,-368.93,-210.23,364.37
1329,1329,-368.93,-210.23,347.35
1330,1330,-368.93,-210.23,330.33
1331,1331,-368.93,-210.23,313.31
1332,1332,-368.93,-210.23,296.29
1333,1333,-368.93,-210.23,279.26
1334,1334,-368.93,-210.23,262.24
1335,1335,-368.93,-210.23,245.22
1336,1336,-368.93,-210.23,228.2
1337,1337,-368.93,-210.23,211.18
1338,1338,-368.93,-210.23,194.16
1339,1339,-368.93,-210.23,177.14
1340,1340,-368.93,-210.23,160.12
1341,1341,-368.93,-210.23,143.1
1342,1342,-368.93,-210.23,126.08
1343,1343,-368.93,-210.23,109.06
1344,1344,-368.93,-210.23,92.04
1345,1345,-368.93,-210.23,75.02
1346,1346,-368.93,-210.23,58.0
1347,1347,-368.93,-210.23,40.97
1348,1348,-368.93,-210.23,23.95
1349,1349,-368.93,-210.23,6.93
1350,1350,-368.93,-210.23,-10.09
1351,1351,-368.93,-210.23,-27.11
1352,1352,-368.93,-210.23,-44.13
1353,1353,-368.93,-210.23,-61.15
1354,1354,-368.93,-210.23,-78.17
1355,1355,-368.93,-210.23,-95.19
1356,1356,-368.93,-210.23,-112.21
1357,1357,-368.93,-210.23,-129.23
1358,1358,-368.93,-210.23,-146.25
1359,1359,-368.93,-210.23,-163.27
1360,1360,-368.93,-210.23,-180.3
1361,1361,-368.93,-210.23,-197.32
1362,1362,-368.93,-210.23,-214.34
1363,1363,-368.93,-210.23,-231.36
1364,1364,-368.93,-210.23,-248.38
1365,1365,-368.93,-210.23,-265.4
1366,1366,-368.93,-210.23,-282.42
1367,1367,-368.93,-210.23,-299.44
1368,1368,-368.93,-210.23,-316.46
1369,1369,-368.93,-210.23,-333.48
1370,1370,-368.93,-210.23,-350.5
1371,1371,-368.93,-210.23,-367.52
1372,1372,-368.93,-210.23,-384.54
1373,1373,-368.93,-210.23,-401.57
1374,1374,-368.93,-210.23,-418.59
1375,1375,-368.93,-210.23,-435.61
1376,1376,-368.93,-210.23,-452.63
1377,1377,-368.93,-210.23,-469.65
1378,1378,-368.93,-210.23,-486.67
1379,1379,-368.93,-210.23,-503.69
1380,1380,-245.65,-190.49,501.48
1381,1381,-245.65,-190.49,484.46
1382,1382,-245.65,-190.49,467.44
1383,1383,-245.65,-190.49,450.42
1384,1384,-245.65,-190.49,433.4
1385,1385,-245.65,-190.49,416.38
1386,1386,-245.65,-190.49,399.36
1387,1387,-245.65,-190.49,382.34
1388,1388,-245.65,-190.49,365.32
1389,1389,-245.65,-190.49,348.3
1390,1390,-245.65,-190.49,331.28
1391,1391,-245.65,-190.49,314.26
1392,1392,-245.65,-190.49,297.23
1393,1393,-245.65,-190.49,280.21
1394,1394,-245.65,-190.49,263.19
1395,1395,-245.65,-190.49,246.17
1396,1396,-245.65,-190.49,229.15
1397,1397,-245.65,-190.49,212.13
1398,1398,-245.65,-190.49,195.11
1399,1399,-245.65,-190.49,178.09
1400,1400,-245.65,-190.49,161.07
1401,1401,-245.65,-190.49,144.05
1402,1402,-245.65,-190.49,127.03
1403,1403,-245.65,-190.49,110.01
1404,1404,-245.65,-190.49,92.99
1405,1405,-245.65,-190.49,75.96
1406,1406,-245.65,-190.49,58.94
1407,1407,-245.65,-190.49,41.92
1408,1408,-245.65,-190.49,24.9
1409,1409,-245.65,-190.49,7.88
1410,1410,-245.65,-190.49,-9.14
1411,1411,-245.65,-190.49,-26.03
1412,1412,-245.65,-190.49,-42.93
1413,1413,-245.65,-190.49,-59.95
1414,1414,-245.65,-190.49,-76.97
1415,1415,-245.65,-190.49,-93.99
1416,1416,-245.65,-190.49,-110.88
1417,1417,-245.65,-190.49,-127.9
1418,1418,-245.65,-190.49,-144.92
1419,1419,-245.65,-190.49,-161.95
1420,1420,-245.65,-190.49,-178.97
1421,1421,-245.65,-190.49,-195.99
1422,1422,-245.65,-190.49,-213.01
1423,1423,-245.65,-190.49,-230.03
1424,1424,-245.65,-190.49,-247.05
1425,1425,-245.65,-190.49,-264.07
1426,1426,-245.65,-190.49,-281.09
1427,1427,-245.65,-190.49,-298.11
1428,1428,-245.65,-190.49,-315.13
1429,1429,-245.65,-190.49,-332.15
1430,1430,-245.65,-190.49,-349.17
1431,1431,-245.65,-190.49,-366.19
1432,1432,-245.65,-190.49,-383.22
1433,1433,-245.65,-190.49,-400.24
1434,1434,-245.65,-190.49,-417.26
1435,1435,-245.65,-190.49,-434.15
1436,1436,-245.65,-190.49,-451.07
1437,1437,-245.65,-190.49,-467.97
1438,1438,-245.65,-190.49,-484.99
1439,1439,-245.65,-190.49,-502.01
1440,1440,-121.77,-171.03,502.27
1441,1441,-121.77,-171.03,485.25
1442,1442,-121.77,-171.03,468.23
1443,1443,-121.77,-171.03,451.21
1444,1444,-121.77,-171.03,434.19
1445,1445,-121.77,-171.03,417.17
1446,1446,-121.77,-171.03,400.15
1447,1447,-121.77,-171.03,383.13
1448,1448,-121.77,-171.03,366.11
1449,1449,-121.77,-171.03,349.09
1450,1450,-121.77,-171.03,332.07
1451,1451,-121.77,-171.03,315.05
1452,1452,-121.77,-171.03,298.03
1453,1453,-121.77,-171.03,281.0
1454,1454,-121.77,-171.03,263.98
1455,1455,-121.77,-171.03,246.96
1456,1456,-121.77,-171.03,229.94
1457,1457,-121.77,-171.03,212.92
1458,1458,-121.77,-171.03,195.9
1459,1459,-121.77,-171.03,178.88
1460,1460,-121.77,-171.03,161.86
1461,1461,-121.77,-171.03,144.84
1462,1462,-121.77,-171.03,127.82
1463,1463,-121.77,-171.03,110.8
1464,1464,-121.77,-171.03,93.78
1465,1465,-121.77,-171.03,76.76
1466,1466,-121.77,-171.03,59.73
1467,1467,-121.77,-171.03,42.71
1468,1468,-121.77,-171.03,25.69
1469,1469,-121.77,-171.03,8.67
1470,1470,-121.77,-171.03,-8.35
1471,1471,-121.77,-171.03,-25.37
1472,1472,-121.77,-171.03,-42.39
1473,1473,-121.77,-171.03,-59.41
1474,1474,-121.77,-171.03,-76.43
1475,1475,-121.77,-171.03,-93.45
1476,1476,-121.77,-171.03,-110.47
1477,1477,-121.77,-171.03,-127.49
1478,1478,-121.77,-171.03,-144.51
1479,1479,-121.77,-171.03,-161.54
1480,1480,-121.77,-171.03,-178.56
1481,1481,-121.77,-171.03,-195.58
1482,1482,-121.77,-171.03,-212.6
1483,1483,-121.77,-171.03,-229.62
1484,1484,-121.77,-171.03,-246.64
1485,1485,-121.77,-171.03,-263.66
1486,1486,-121.77,-171.03,-280.68
1487,1487,-121.77,-171.03,-297.57
1488,1488,-121.77,-171.03,-314.59
1489,1489,-121.77,-171.03,-331.49
1490,1490,-121.77,-171.03,-348.51
1491,1491,-121.77,-171.03,-365.53
1492,1492,-121.77,-171.03,-382.55
